10,15,20,25,30,35,40,0,30,25,20,15,13,15,17,19,21,23,25,27,29,31,0,31,29,27,25,23,21,19,0,0,10,11,10.8,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,14.4,14,13.6,13.2,12.8,12.4,12,
15,20,25,30,35,40,45,0,35,30,25,20,15,17,19,21,23,25,27,29,31,33,0,33,31,29,27,25,23,21,0,0,15,13,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,14.8,14.4,14,13.6,13.2,12.8,12.4,
20,25,30,35,40,45,0,0,40,35,30,25,20,19,21,23,25,27,29,31,33,35,0,35,33,31,29,27,25,23,0,0,17,15,13,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,15.2,14.8,14.4,14,13.6,13.2,12.8,
25,30,35,40,45,0,0,50,45,40,35,30,25,21,23,25,27,29,31,33,35,37,0,37,35,33,31,29,27,25,0,0,19,17,15,13,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,15.6,15.2,14.8,14.4,14,13.6,13.2,
30,35,40,45,50,0,60,55,50,45,40,35,30,25,25,27,29,31,33,35,37,39,0,39,37,35,33,31,29,27,0,0,21,19,17,15,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,16,15.6,15.2,14.8,14.4,14,13.6,
35,40,45,50,0,0,65,60,55,50,45,40,35,30,27,29,31,33,35,37,39,0,0,41,39,37,35,33,31,29,0,0,23,21,19,17,15,14,14.4,14.8,15.2,15.6,16,16.4,16.8,16.4,16,15.6,15.2,0,14.4,14,
30,35,40,0,50,55,60,55,50,45,40,35,30,27,29,31,33,35,37,39,0,0,45,43,41,39,37,35,33,31,0,0,25,23,21,19,17,15,14.8,15.2,15.6,16,16.4,16.8,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,
25,30,35,0,45,50,55,50,45,40,35,30,25,25,27,29,31,33,35,0,0,41,43,41,39,37,35,33,31,29,0,0,23,0,19,17,15,14.8,15.2,15.6,16,16.4,16.8,17.2,17.6,17.2,16.8,16.4,16,0,15.2,14.8,
20,25,30,0,0,0,50,45,40,35,30,26,24,23,25,27,29,31,0,0,37,39,41,39,37,35,33,31,29,27,0,0,21,19,17,0,14.8,15.2,15.6,16,16.4,16.8,17.2,17.6,18,17.6,17.2,16.8,0,16,15.6,15.2,
15,20,25,30,35,0,45,40,35,30,30,28,26,24,23,25,27,29,0,33,35,37,39,37,35,33,31,29,27,25,0,0,19,17,15,0,15.2,15.6,16,16.4,16.8,17.2,17.6,18,18.4,18,17.6,0,0,16.4,16,15.6,
12,15,20,25,30,0,40,35,30,30,32,30,28,26,24,23,25,27,0,0,33,35,37,35,33,31,29,27,25,23,0,0,17,15,14.8,15.2,0,16,16.4,16.8,17.2,17.6,18,18.4,18.8,18.4,0,0,17.2,16.8,16.4,16,
14,16,18,20,25,0,0,30,30,32,34,32,30,28,26,24,23,25,27,0,0,33,35,33,31,29,27,25,23,21,0,0,15,14.8,15.2,15.6,0,16.4,16.8,17.2,17.6,18,18.4,18.8,19.2,18.8,18.4,18,17.6,17.2,16.8,16.4,
16,18,20,22,24,26,0,30,32,34,36,34,32,30,28,26,24,23,25,27,0,0,33,31,29,27,25,23,21,19,0,0,14.8,15.2,15.6,16,16.4,0,0,17.6,18,18.4,18.8,19.2,19.6,0,0,18.4,18,17.6,17.2,16.8,
18,20,22,24,26,28,30,0,34,36,38,36,34,32,30,28,26,24,23,25,27,0,31,29,27,25,23,21,19,17,0,0,15.2,15.6,16,16.4,16.8,17.2,17.6,0,18.4,18.8,19.2,19.6,0,19.6,19.2,18.8,18.4,18,17.6,17.2,
20,22,24,26,28,30,32,0,36,38,40,38,36,34,32,30,28,26,24,23,25,0,0,27,25,23,21,19,17,15,0,0,14.8,15.2,15.6,16,16.4,16.8,17.2,0,18,18.4,18.8,19.2,0,19.2,18.8,18.4,18,17.6,17.2,16.8,
22,24,26,28,30,32,34,0,38,40,42,40,38,36,34,32,30,28,26,24,23,25,0,25,23,21,19,17,15,13.2,0,0,14.4,14.8,15.2,15.6,16,16.4,16.8,0,0,18,18.4,0,19.2,18.8,18.4,18,17.6,17.2,16.8,16.4,
24,26,28,30,32,34,36,0,0,42,44,42,40,38,36,34,32,30,28,26,24,23,0,23,21,19,17,15,13,12.8,0,0,14,14.4,14.8,15.2,15.6,16,16.4,16.8,17.2,0,0,0,18.8,18.4,18,17.6,17.2,16.8,16.4,16,
26,28,30,32,34,36,38,40,42,0,46,44,42,40,38,36,34,32,30,28,26,0,0,21,19,17,15,13,12,12.4,0,0,13.6,14,14.4,14.8,15.2,15.6,16,16.4,16.8,0,17.6,18,18.4,18,17.6,17.2,16.8,16.4,16,15.6,
28,30,32,34,36,38,40,42,44,46,0,46,44,42,40,38,36,34,32,30,28,0,24,22,20,18,16,14,12,12,0,0,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,0,17.2,17.6,18,17.6,17.2,16.8,16.4,16,15.6,15.2,
30,32,34,36,38,40,42,44,46,48,0,0,46,44,42,40,38,36,34,32,30,0,26,24,22,20,18,16,14,12,0,0,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,0,17.2,17.6,17.2,16.8,16.4,16,15.6,15.2,14.8,
28,30,32,34,36,38,40,42,44,46,0,46,44,42,40,38,36,34,32,30,0,0,24,22,20,18,16,14,12,11.2,0,0,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,0,0,16.8,16.4,16,15.6,15.2,14.8,14.4,
0,0,0,0,0,0,0,0,0,0,0,44,42,40,38,36,34,32,30,0,0,24,22,20,18,16,14,12,10.4,10.8,0,0,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,0,16.4,16,15.6,15.2,14.8,14.4,14,
24,26,28,30,32,34,36,38,40,42,0,42,40,38,36,34,32,30,0,0,24,22,20,18,16,14,12,10.5,10.2,10.4,0,0,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,0,16,15.6,15.2,14.8,14.4,14,13.6,
22,24,26,28,30,32,34,36,38,40,0,0,38,36,34,32,30,0,0,24,22,20,18,16,14,12,11.1,10.8,10.5,10.2,0,0,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,0,15.6,15.2,14.8,14.4,14,13.6,13.2,
20,22,24,26,28,30,32,34,36,38,40,0,36,34,32,30,0,0,24,22,20,18,16,14,12,11.7,11.4,11.1,10.8,10.5,0,0,10.8,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,0,15.2,14.8,14.4,14,13.6,13.2,12.8,
18,20,22,24,26,28,30,32,34,36,38,0,0,32,30,28,0,24,22,20,18,16,14,12.6,12.3,12,11.7,11.4,11.1,10.8,0,0,10.4,10.8,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,0,14.8,14.4,14,13.6,13.2,12.8,12.4,
16,18,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14.5,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,15.5,16,0,0,20,22,24,26,28,30,28,26,0,0,0,18,16,14,13.5,13,13.2,13.5,13.8,13.5,13.2,12.9,12.6,12.3,12,0,0,11.1,10.8,10.5,10.2,11,0,13,14,13,12.4,12.8,13.2,13.6,13.2,12.8,12.4,12,11.6,11.2,10.8,
15.5,16,16.5,0,17.5,18,20,22,24,26,28,26,24,0,0,0,16,15,14.5,14,13.5,13.5,13.8,14.1,13.8,13.5,13.2,12.9,12.6,12.3,0,0,11.4,11.1,10.8,0,0,0,14,15,14,13,12.4,12.8,13.2,12.8,12.4,12,11.6,11.2,10.8,10.4,
16,16.5,0,0,18,18.5,19,20,22,24,26,24,22,0,0,0,16,15.5,15,14.5,14,13.8,14.1,14.4,14.1,13.8,13.5,13.2,12.9,12.6,0,0,11.7,11.4,11.1,0,13,14,15,16,15,14,13,12.4,12.8,12.4,12,11.6,11.2,10.8,10.4,10,
16.5,17,0,0,18.5,19,19.5,20,20.5,22,24,22,20,0,0,0,16.5,16,15.5,15,14.5,14.1,14.4,14.7,14.4,14.1,13.8,13.5,13.2,12.9,0,0,12,11.7,12,0,0,0,16,17,16,15,14,13,12.4,12,11.6,11.2,10.8,10.4,10,9.6,
17,17.5,18,0,0,19.5,20,20.5,21,20.5,22,20,19,0,0,0,17,16.5,16,15.5,15,14.5,14.7,15,14.7,14.4,14.1,13.8,13.5,13.2,0,0,12.3,12,13,14,15,0,0,18,17,16,15,14,13,12,11.2,10.8,10.4,10,9.6,9.2,
17.5,18,18.5,19,0,20,20.5,21,21.5,21,20.5,20,19.5,0,0,0,17.5,17,16.5,16,15.5,15,14.5,14.7,14.4,14.1,13.8,13.5,13.2,12.9,0,0,12,13,14,15,16,17,0,19,18,17,16,15,14,13,12,11,10,9.6,9.2,8.8,
18,18.5,19,19.5,0,0,21,21.5,22,21.5,21,20.5,20,0,0,0,18,17.5,17,16.5,16,15.5,15,14.5,14.1,13.8,13.5,13.2,12.9,12.6,0,0,13,14,15,16,17,18,0,20,19,18,17,16,15,14,13,12,11,10,9,8.4,
18.5,19,19.5,20,20.5,0,21.5,22,22.5,22,21.5,21,20.5,0,0,0,18.5,18,17.5,17,16.5,16,15.5,15,14.5,14,13.5,13,12.6,12.3,0,0,14,15,16,0,0,0,0,21,20,19,18,17,16,15,14,13,12,11,10,9,
19,19.5,20,20.5,21,0,22,22.5,23,22.5,22,21.5,21,0,0,0,19,18.5,18,17.5,17,16.5,16,15.5,15,14.5,14,13.5,13,12.5,0,0,15,16,17,18,0,0,0,0,0,20,19,18,17,16,15,14,13,12,11,10,
19.5,20,20.5,21,21.5,0,22.5,23,23.5,23,22.5,100,21.5,0,0,0,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,14.5,14,13.5,13,0,0,16,17,18,19,20,21,22,23,0,21,20,19,18,17,16,15,14,13,12,11,
20,20.5,21,21.5,0,0,23,23.5,24,23.5,23,22.5,22,0,0,0,20,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,14.5,14,14,0,0,17,18,19,20,21,22,23,24,0,22,21,20,19,18,17,16,15,14,13,12,
20.5,21,21.5,0,22.5,23,23.5,24,24.5,24,23.5,23,22.5,0,0,0,20.5,20,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,14.5,15,0,0,18,19,20,21,22,23,24,0,0,23,22,21,20,19,18,17,16,15,14,13,
21,21.5,22,0,23,23.5,24,24.5,25,24.5,24,23.5,23,0,0,0,21,20.5,20,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,16,0,0,19,20,21,22,23,24,0,26,25,24,23,22,21,20,19,18,17,16,15,14,
20.5,21,21.5,0,0,23,23.5,24,24.5,24,23.5,23,22.5,0,0,0,20.5,20,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,16,17,0,0,20,21,22,23,24,25,0,27,26,25,24,23,22,21,20,19,18,17,16,15,
20,20.5,21,21.5,0,22.5,23,23.5,24,23.5,23,22.5,22,0,0,0,20,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,16,17,18,0,0,21,22,0,0,0,0,0,0,27,26,25,24,23,22,21,20,19,18,17,16,
19.5,20,20.5,21,0,0,22.5,23,23.5,23,22.5,22,21.5,0,0,0,19.5,19,18.5,18,17.5,17,16.5,16,15.5,15,16,17,18,19,0,0,22,0,0,25,26,27,28,0,28,27,26,25,24,23,22,21,20,19,18,17,
19,19.5,20,20.5,21,0,22,22.5,23,22.5,22,21.5,21,0,0,0,19,18.5,18,17.5,17,16.5,16,15.5,15,16,17,18,19,20,0,0,0,0,25,26,27,28,29,0,29,28,27,26,25,24,23,22,21,20,19,18,
18.5,19,19.5,20,20.5,21,21.5,22,22.5,22,21.5,21,20.5,0,0,0,18.5,18,17.5,17,16.5,16,15.5,15,14.5,15,16,17,18,19,0,0,22,23,24,25,26,27,28,0,0,27,26,25,24,23,22,21,20,19,18,17,
18,18.5,19,19.5,20,20.5,21,21.5,22,21.5,21,20.5,20,0,0,0,18,17.5,17,16.5,16,15.5,15,14.5,14,14,15,16,17,18,0,0,21,22,23,24,25,26,27,0,0,26,25,24,23,22,21,20,19,18,17,16,
17.5,18,18.5,19,19.5,20,20.5,21,21.5,21,20.5,20,19.5,0,0,0,17.5,17,16.5,16,15.5,15,14.5,14,13.5,13,14,15,16,17,0,0,20,21,22,23,24,25,26,27,0,25,24,23,22,21,20,19,18,17,16,15,
17,17.5,18,18.5,19,19.5,20,20.5,21,20.5,20,19.5,19,0,0,0,17,16.5,16,15.5,15,14.5,14,13.5,13,12.5,13,14,15,16,0,0,19,20,21,22,23,24,25,26,0,24,23,22,21,20,19,18,17,16,15,14,
16.5,17,17.5,18,18.5,19,19.5,20,20.5,20,19.5,19,18.5,0,0,0,16.5,16,15.5,15,14.5,14,13.5,13,12.5,12,12,13,14,15,0,0,18,19,20,21,22,23,24,25,24,23,22,21,20,19,18,17,16,15,14,13,
16,16.5,17,17.5,18,18.5,19,19.5,20,19.5,19,18.5,18,0,0,0,16,15.5,15,14.5,14,13.5,13,12.5,12,11.5,11,12,13,14,0,0,17,18,19,20,21,22,23,24,0,0,21,20,19,18,17,16,15,14,13,12,
15.5,16,16.5,17,17.5,18,18.5,19,19.5,19,18.5,18,17.5,0,0,0,15.5,15,14.5,14,13.5,13,12.5,12,11.5,11,10.5,11,12,13,0,0,16,17,18,19,20,21,22,23,22,21,20,19,18,17,16,15,14,13,12,11,
15,15.5,16,16.5,17,17.5,18,18.5,19,18.5,18,17.5,17,0,0,0,15,14.5,14,13.5,13,12.5,12,11.5,11,10.5,10,10,11,12,0,0,15,16,17,18,19,20,21,22,21,20,19,18,17,16,15,14,13,12,11,10,
14.5,15,15.5,16,16.5,17,17.5,18,18.5,18,17.5,17,16.5,0,0,0,14.5,14,13.5,13,12.5,12,11.5,11,10.5,10,9.5,9,10,11,0,0,14,15,16,17,18,19,20,21,20,19,18,17,16,15,14,13,12,11,10,9,
14,14.5,15,15.5,16,16.5,17,17.5,18,17.5,17,16.5,16,0,0,0,14,13.5,13,12.5,12,11.5,11,10.5,10,9.5,9,8.5,9,10,0,0,13,14,15,16,17,18,19,20,19,18,17,16,15,14,13,12,11,10,9,8,7
